,source,source_id,prediction
2222,MRDS,10238854,1186
2223,MRDS,10239213,1279
2224,MRDS,10239227,263
2225,MRDS,10239436,1135
2226,MRDS,10239992,1659
2227,MRDS,10240135,1303
2228,MRDS,10240351,1327
2229,MRDS,10240470,29
2230,MRDS,10240558,749
2231,MRDS,10240734,2030
2232,MRDS,10241136,639
2233,MRDS,10242239,1017
2234,MRDS,10242402,284
2235,MRDS,10242867,762
2236,MRDS,10244067,645
2237,MRDS,10244609,1147
2238,MRDS,10244709,1033
2239,MRDS,10244791,1324
2240,MRDS,10244805,2031
2241,MRDS,10245116,145
2242,MRDS,10245332,1806
2243,MRDS,10245549,161
2244,MRDS,10245590,1106
2245,MRDS,10245641,1708
2246,MRDS,10245694,245
2247,MRDS,10245724,965
2248,MRDS,10245782,1835
2249,MRDS,10245799,1815
2250,MRDS,10245894,944
2251,MRDS,10245973,437
2252,MRDS,10245978,1574
2253,MRDS,10246349,587
2254,MRDS,10246614,404
2255,MRDS,10246660,653
2256,MRDS,10246753,321
2257,MRDS,10246908,1604
2258,MRDS,10247152,1297
2259,MRDS,10248326,1093
2260,MRDS,10249569,877
2261,MRDS,10249773,1175
2262,MRDS,10250032,1781
2263,MRDS,10250069,1517
2264,MRDS,10250385,315
2265,MRDS,10250521,567
2266,MRDS,10250601,107
2267,MRDS,10251347,545
2268,MRDS,10252364,185
2269,MRDS,10252562,459
2270,MRDS,10252675,637
2271,MRDS,10252687,248
2272,MRDS,10252896,1693
2273,MRDS,10252980,1671
2274,MRDS,10252995,748
2275,MRDS,10253015,1467
2276,MRDS,10253175,1663
2277,MRDS,10253412,239
2278,MRDS,10253459,2032
2279,MRDS,10253538,907
2280,MRDS,10254793,993
2281,MRDS,10254915,720
2282,MRDS,10254926,1326
2283,MRDS,10254968,182
2284,MRDS,10254986,259
2285,MRDS,10255000,2033
2286,MRDS,10255002,690
2287,MRDS,10255038,2034
2288,MRDS,10255059,395
2289,MRDS,10255092,1197
2290,MRDS,10255099,129
2291,MRDS,10255131,1526
2292,MRDS,10255160,190
2293,MRDS,10255172,1768
2294,MRDS,10255195,1515
2295,MRDS,10255207,2035
2296,MRDS,10255223,1299
2297,MRDS,10255248,2036
2298,MRDS,10255316,1344
2299,MRDS,10255341,1339
2300,MRDS,10255342,361
2301,MRDS,10255346,414
2302,MRDS,10255362,1646
2303,MRDS,10255385,1149
2304,MRDS,10255386,891
2305,MRDS,10255408,2037
2306,MRDS,10255417,929
2307,MRDS,10255482,2038
2308,MRDS,10255553,2039
2309,MRDS,10255625,91
2310,MRDS,10255626,157
2311,MRDS,10255648,1827
2312,MRDS,10255649,941
2313,MRDS,10255668,413
2314,MRDS,10255690,1379
2315,MRDS,10255735,375
2316,MRDS,10255763,2040
2317,MRDS,10255782,1001
2318,MRDS,10255819,1715
2319,MRDS,10255859,2041
2320,MRDS,10255860,676
2321,MRDS,10255889,718
2322,MRDS,10255915,1775
2323,MRDS,10255950,700
2324,MRDS,10255989,1274
2325,MRDS,10256009,1748
2326,MRDS,10256018,1156
2327,MRDS,10256041,1006
2328,MRDS,10256100,1748
2329,MRDS,10256110,579
2330,MRDS,10256113,2042
2331,MRDS,10256123,2043
2332,MRDS,10256133,548
2333,MRDS,10256154,407
2334,MRDS,10256199,1126
2335,MRDS,10256206,1260
2336,MRDS,10256216,712
2337,MRDS,10256270,203
2338,MRDS,10256355,95
2339,MRDS,10256358,758
2340,MRDS,10256361,1397
2341,MRDS,10256366,522
2342,MRDS,10256380,1025
2343,MRDS,10256718,2044
2344,MRDS,10256859,1015
2345,MRDS,10257203,224
2346,MRDS,10257234,46
2347,MRDS,10257235,872
2348,MRDS,10257365,1387
2349,MRDS,10257514,1779
2350,MRDS,10257922,2045
2351,MRDS,10258204,1123
2352,MRDS,10258223,643
2353,MRDS,10258293,1592
2354,MRDS,10258348,1462
2355,MRDS,10258377,1454
2356,MRDS,10258403,1172
2357,MRDS,10258457,306
2358,MRDS,10258464,1744
2359,MRDS,10258589,1647
2360,MRDS,10258629,1
2361,MRDS,10258643,1341
2362,MRDS,10258708,1820
2363,MRDS,10258732,1823
2364,MRDS,10258789,828
2365,MRDS,10258792,249
2366,MRDS,10258811,666
2367,MRDS,10260582,1546
2368,MRDS,10262375,232
2369,MRDS,10263021,706
2370,MRDS,10263093,1376
2371,MRDS,10263881,848
2372,MRDS,10264094,1838
2373,MRDS,10264205,1518
2374,MRDS,10264865,525
2375,MRDS,10264936,280
2376,MRDS,10265012,1754
2377,MRDS,10265993,899
2378,MRDS,10266743,65
2379,MRDS,10266901,1458
2380,MRDS,10266942,1566
2381,MRDS,10266977,1826
2382,MRDS,10267403,332
2383,MRDS,10268259,689
2384,MRDS,10268371,823
2385,MRDS,10269383,563
2386,MRDS,10269676,944
2387,MRDS,10269770,944
2388,MRDS,10269827,1294
2389,MRDS,10269942,957
2390,MRDS,10269946,1233
2391,MRDS,10270054,371
2392,MRDS,10270324,1240
2393,MRDS,10270333,1420
2394,MRDS,10270356,947
2395,MRDS,10270357,1485
2396,MRDS,10270458,2046
2397,MRDS,10270659,1511
2398,MRDS,10270949,1018
2399,MRDS,10271378,939
2400,MRDS,10273870,497
2401,MRDS,10274122,1794
2402,MRDS,10274427,398
2403,MRDS,10274521,1828
2404,MRDS,10274540,398
2405,MRDS,10275002,2047
2406,MRDS,10275126,1242
2407,MRDS,10276299,1480
2408,MRDS,10276435,787
2409,MRDS,10276876,1654
2410,MRDS,10276938,974
2411,MRDS,10277049,383
2412,MRDS,10277060,744
2413,MRDS,10277098,1209
2414,MRDS,10277336,1663
2415,MRDS,10277362,912
2416,MRDS,10277401,1063
2417,MRDS,10277482,1066
2418,MRDS,10277586,304
2419,MRDS,10277608,1530
2420,MRDS,10277656,1078
2421,MRDS,10277772,707
2422,MRDS,10277787,826
2423,MRDS,10277835,997
2424,MRDS,10278132,1489
2425,MRDS,10278606,1230
2426,MRDS,10278641,1264
2427,MRDS,10278652,6
2428,MRDS,10278702,291
2429,MRDS,10278729,998
2430,MRDS,10278754,157
2431,MRDS,10278848,1503
2432,MRDS,10278915,1169
2433,MRDS,10278966,69
2434,MRDS,10279053,231
2435,MRDS,10279123,1502
2436,MRDS,10279169,1677
2437,MRDS,10279302,1730
2438,MRDS,10279317,295
2439,MRDS,10279374,8
2440,MRDS,10279408,1132
2441,MRDS,10279446,1212
2442,MRDS,10279449,300
2443,MRDS,10279465,1799
2444,MRDS,10279468,2048
2445,MRDS,10279469,1413
2446,MRDS,10279477,2049
2447,MRDS,10279521,771
2448,MRDS,10279576,403
2449,MRDS,10279587,538
2450,MRDS,10279613,593
2451,MRDS,10279683,1415
2452,MRDS,10279689,690
2453,MRDS,10279699,568
2454,MRDS,10279774,426
2455,MRDS,10279799,1675
2456,MRDS,10279848,1451
2457,MRDS,10279849,1589
2458,MRDS,10279876,1228
2459,MRDS,10279945,77
2460,MRDS,10279950,1482
2461,MRDS,10280005,910
2462,MRDS,10280038,2050
2463,MRDS,10280145,1735
2464,MRDS,10280164,458
2465,MRDS,10280185,313
2466,MRDS,10280204,1025
2467,MRDS,10280220,470
2468,MRDS,10280231,557
2469,MRDS,10280272,2051
2470,MRDS,10280321,936
2471,MRDS,10280336,2052
2472,MRDS,10280389,223
2473,MRDS,10280420,1719
2474,MRDS,10280437,1249
2475,MRDS,10280485,728
2476,MRDS,10280529,1769
2477,MRDS,10280535,760
2478,MRDS,10280545,1087
2479,MRDS,10280663,1382
2480,MRDS,10280710,1178
2481,MRDS,10280755,632
2482,MRDS,10280772,716
2483,MRDS,10280788,1397
2484,MRDS,10280828,1255
2485,MRDS,10280830,1821
2486,MRDS,10280841,2053
2487,MRDS,10280928,1158
2488,MRDS,10281170,1564
2489,MRDS,10281325,197
2490,MRDS,10281585,2054
2491,MRDS,10281586,547
2492,MRDS,10281744,1000
2493,MRDS,10282407,2055
2494,MRDS,10282424,327
2495,MRDS,10282560,670
2496,MRDS,10282612,1720
2497,MRDS,10282613,1743
2498,MRDS,10282642,583
2499,MRDS,10282673,392
2500,MRDS,10282730,740
2501,MRDS,10282918,191
2502,MRDS,10282931,1416
2503,MRDS,10282983,732
2504,MRDS,10283118,932
2505,MRDS,10283135,1029
2506,MRDS,10283207,324
2507,MRDS,10283671,482
2508,MRDS,10283899,1732
2509,MRDS,10283988,394
2510,MRDS,10284265,1625
2511,MRDS,10284358,834
2512,MRDS,10284384,1501
2513,MRDS,10284620,1785
2514,MRDS,10285467,558
2515,MRDS,10285911,2056
2516,MRDS,10286357,126
2517,MRDS,10286958,1583
2518,MRDS,10287032,1142
2519,MRDS,10287391,41
2520,MRDS,10287408,781
2521,MRDS,10287493,1441
2522,MRDS,10287764,686
2523,MRDS,10288271,184
2524,MRDS,10288495,1522
2525,MRDS,10289030,525
2526,MRDS,10290021,652
2527,MRDS,10290353,1697
2528,MRDS,10291144,857
2529,MRDS,10291200,2057
2530,MRDS,10291841,1118
2531,MRDS,10292527,901
2532,MRDS,10293637,225
2533,MRDS,10293737,1061
2534,MRDS,10293975,1421
2535,MRDS,10293984,1399
2536,MRDS,10293997,399
2537,MRDS,10294201,493
2538,MRDS,10294386,478
2539,MRDS,10294501,142
2540,MRDS,10294531,1136
2541,MRDS,10294550,161
2542,MRDS,10294856,2058
2543,MRDS,10295062,1599
2544,MRDS,10295844,2059
2545,MRDS,10296899,1205
2546,MRDS,10298212,1684
2547,MRDS,10298302,34
2548,MRDS,10298339,1213
2549,MRDS,10298453,347
2550,MRDS,10298546,319
2551,MRDS,10298548,292
2552,MRDS,10298570,1386
2553,MRDS,10299597,1628
2554,MRDS,10300611,1436
2555,MRDS,10300652,1547
2556,MRDS,10300789,591
2557,MRDS,10300971,1245
2558,MRDS,10300985,1600
2559,MRDS,10300994,1356
2560,MRDS,10301275,1661
2561,MRDS,10301385,1062
2562,MRDS,10301413,1470
2563,MRDS,10301434,248
2564,MRDS,10301440,248
2565,MRDS,10301489,1094
2566,MRDS,10301500,183
2567,MRDS,10301695,798
2568,MRDS,10301717,366
2569,MRDS,10301724,251
2570,MRDS,10301738,812
2571,MRDS,10301764,549
2572,MRDS,10302070,735
2573,MRDS,10302090,721
2574,MRDS,10303138,601
2575,MRDS,10303270,1558
2576,MRDS,10303367,455
2577,MRDS,10303385,1349
2578,MRDS,10303407,445
2579,MRDS,10303461,636
2580,MRDS,10303518,1322
2581,MRDS,10303526,962
2582,MRDS,10303571,28
2583,MRDS,10303649,913
2584,MRDS,10303724,1662
2585,MRDS,10303737,1555
2586,MRDS,10303745,159
2587,MRDS,10303763,1690
2588,MRDS,10303792,226
2589,MRDS,10303827,233
2590,MRDS,10303839,1426
2591,MRDS,10303842,1727
2592,MRDS,10303843,92
2593,MRDS,10303860,1105
2594,MRDS,10303880,294
2595,MRDS,10303882,1668
2596,MRDS,10303905,733
2597,MRDS,10303914,1040
2598,MRDS,10303916,120
2599,MRDS,10303947,928
2600,MRDS,10304015,313
2601,MRDS,10304048,1345
2602,MRDS,10304128,1742
2603,MRDS,10304129,560
2604,MRDS,10304134,476
2605,MRDS,10304144,1747
2606,MRDS,10304161,667
2607,MRDS,10304175,675
2608,MRDS,10304195,2060
2609,MRDS,10304204,1813
2610,MRDS,10304337,1119
2611,MRDS,10304359,872
2612,MRDS,10304386,1753
2613,MRDS,10304397,1760
2614,MRDS,10304420,822
2615,MRDS,10304455,1154
2616,MRDS,10304470,1548
2617,MRDS,10304481,746
2618,MRDS,10304571,342
2619,MRDS,10304602,1790
2620,MRDS,10304621,1347
2621,MRDS,10304638,2061
2622,MRDS,10304659,1498
2623,MRDS,10304691,1686
2624,MRDS,10304789,2062
2625,MRDS,10304793,269
2626,MRDS,10304831,980
2627,MRDS,10304912,600
2628,MRDS,10304937,42
2629,MRDS,10304990,273
2630,MRDS,10305010,334
2631,MRDS,10305011,909
2632,MRDS,10305029,1155
2633,MRDS,10305034,936
2634,MRDS,10305051,717
2635,MRDS,10305071,1363
2636,MRDS,10305195,160
2637,MRDS,10305312,256
2638,MRDS,10305386,1513
2639,MRDS,10305441,1821
2640,MRDS,10305466,1191
2641,MRDS,10305609,1582
2642,MRDS,10305807,741
2643,MRDS,10305999,1771
2644,MRDS,10306000,1028
2645,MRDS,10306001,423
2646,MRDS,10306002,1182
2647,MRDS,10306003,1539
2648,MRDS,10306798,1580
2649,MRDS,10307521,641
2650,MRDS,10307567,2063
2651,MRDS,10307579,1746
2652,MRDS,10307660,427
2653,MRDS,10307682,1438
2654,MRDS,10307708,2064
2655,MRDS,10307759,2065
2656,MRDS,10307807,1330
2657,MRDS,10307808,468
2658,MRDS,10307809,543
2659,MRDS,10307810,1554
2660,MRDS,10307811,1554
2661,MRDS,10307812,799
2662,MRDS,10307815,1729
2663,MRDS,10307826,1666
2664,MRDS,10307838,2066
2665,MRDS,10307842,1521
2666,MRDS,10307843,1521
2667,MRDS,10307844,1394
2668,MRDS,10307845,1450
2669,MRDS,10307864,210
2670,MRDS,10307867,222
2671,MRDS,10307870,1812
2672,MRDS,10307887,2067
2673,MRDS,10308063,1192
2674,MRDS,10308253,860
2675,MRDS,10308254,696
2676,MRDS,10308451,229
2677,MRDS,10308452,893
2678,MRDS,10308590,1248
2679,MRDS,10308640,353
2680,MRDS,10308654,1068
2681,MRDS,10308784,58
2682,MRDS,10308914,33
2683,MRDS,10308915,1323
2684,MRDS,10308989,1573
2685,MRDS,10309020,750
2686,MRDS,10310306,1164
2687,MRDS,10310319,2068
2688,MRDS,10310329,546
2689,MRDS,10310350,605
2690,MRDS,10310452,172
2691,MRDS,10310465,770
2692,MRDS,10310715,570
2693,MRDS,10311020,1099
2694,MRDS,10400290,21
2695,MRDS,10400337,62
2696,MRDS,10400362,1304
2697,MRDS,10400371,651
2698,MRDS,10400378,344
2699,MRDS,10400411,937
2700,MRDS,10400947,35
2701,MRDS,60000317,1809
2702,MRDS,60000508,1772
2703,MRDS,60000509,1629
2704,MRDS,60000526,2069
2705,MRDS,60000582,1079
2706,MRDS,60000583,1087
2707,MRDS,60000584,999
2708,MRDS,60000585,1004
2709,MRDS,60000586,1004
2710,MRDS,60000587,2070
2711,MRDS,60000588,2071
2712,MRDS,60000589,162
2713,MRDS,60000590,1128
2714,MRDS,60000591,451
2715,MRDS,60000592,1195
2716,MRDS,60000593,1071
2717,MRDS,60000594,90
2718,MRDS,60000595,1644
2719,MRDS,60000596,528
2720,MRDS,60000597,334
2721,MRDS,60000598,1774
2722,MRDS,60000599,751
2723,MRDS,60000600,224
2724,MRDS,60000601,268
2725,MRDS,60000602,1682
2726,MRDS,60000603,272
2727,MRDS,60000604,504
2728,MRDS,60000605,1520
2729,MRDS,60000606,679
2730,MRDS,60000607,1575
2731,MRDS,60000608,1437
2732,MRDS,60000609,218
2733,MRDS,60000610,411
2734,MRDS,60000611,490
2735,MRDS,60000612,411
2736,MRDS,60000613,411
2737,MRDS,60000614,411
2738,MRDS,60000615,411
2739,MRDS,60000616,1423
2740,MRDS,60000617,1423
2741,MRDS,60000618,386
2742,MRDS,60000619,1351
2743,MRDS,60000620,565
2744,MRDS,60000621,66
2745,MRDS,60000622,1189
2746,MRDS,60000623,1189
2747,MRDS,60000624,976
2748,MRDS,60000625,1220
2749,MRDS,60000626,1220
2750,MRDS,60000627,1527
2751,MRDS,60000628,1358
2752,MRDS,60000629,66
2753,MRDS,60000630,1358
2754,MRDS,60000631,2072
2755,MRDS,60000632,169
2756,MRDS,60000633,2073
2757,MRDS,60000634,350
2758,MRDS,60000635,495
2759,MRDS,60000636,169
2760,MRDS,60000637,169
2761,MRDS,60000638,169
2762,MRDS,60000639,396
2763,MRDS,60000641,1128
2764,MRDS,60000642,1009
2765,MRDS,60000643,79
2766,MRDS,60000644,1772
2767,MRDS,60000645,1629
2768,MRDS,60000646,968
2769,MRDS,60000648,1682
2770,MRDS,60000649,268
2771,MRDS,60000650,1678
2772,MRDS,60000651,1721
2773,MRDS,60000745,827
2774,MRDS,60000887,1121
2775,MRDS,60000902,1151
2776,MRDS,60000926,227
2777,MRDS,60000949,180
2778,MRDS,60000954,2074
2779,MRDS,60000960,39
2780,MRDS,60001064,47
2781,MRDS,60001102,995
2782,MRDS,60001556,1124
2783,MRDS,60001557,26
2784,MRDS,60001594,840
2785,MRDS,60001611,346
2786,MRDS,60001625,1012
2787,MRDS,60001626,1169
2788,MRDS,60001627,743
2789,MRDS,60001628,792
2790,MRDS,60001633,1511
2791,MRDS,60001650,2075
2792,MRDS,60001678,1609
2793,MRDS,60001695,679
2794,MRDS,60001717,1440
2795,MRDS,60001802,262
2796,MRDS,60001839,541
2797,MRDS,60001851,1644
2798,MRDS,60001852,898
2799,USMIN,AK00012,2083
2800,USMIN,AK00017,2084
2801,USMIN,AK00205,10
2802,USMIN,AK00206,2081
2803,USMIN,AK00207,33
2804,USMIN,CA00070,30
2805,USMIN,CA00071,2
2806,USMIN,ID00005,27
2807,USMIN,ID00050,38
2808,USMIN,ID00051,2080
2809,USMIN,ID00052,2082
2810,USMIN,ID00054,27
2811,USMIN,ME00002,23
2812,USMIN,ME00003,37
2813,USMIN,MI00001,21
2814,USMIN,MN00002,35
2815,USMIN,MN00003,0
2816,USMIN,MN00008,16
2817,USMIN,MO00001,26
2818,USMIN,MO00002,31
2819,USMIN,MO00013,26
2820,USMIN,MO00014,24
2821,USMIN,MT00002,2079
2822,USMIN,MT00029,2077
2823,USMIN,NC00001,32
2824,USMIN,NM00041,25
2825,USMIN,NM00042,25
2826,USMIN,OR00001,22
2827,USMIN,OR00002,34
2828,USMIN,OR00005,7
2829,USMIN,PA00001,2078
2830,USMIN,PR00001,36
2831,USMIN,PR00002,36
2832,USMIN,PR00003,29
2833,USMIN,PR00004,28
2834,USMIN,PR00005,28
2835,USMIN,TN00001,2076
2836,Mudd-and-Jowitt-2022-Nickel/pers. comm. Golightly,Red Flat Mountain,7
2837,Mudd-and-Jowitt-2022-Nickel/AIF 2018,NorthMet (Dunka Road),4
2838,Mudd-and-Jowitt-2022-Nickel/AIF 2018,Tamarack North,16
2839,Mudd-and-Jowitt-2022-Nickel/Berger et al (2011),Tagaung Taung,2094
2840,"Mudd-and-Jowitt-2022-Nickel/Miller et al (2002), Miller (2015)",Serpentine,2095
2841,Mudd-and-Jowitt-2022-Nickel/Pres. (2019-04),Sudbury-Lockerby East,8
2842,Mudd-and-Jowitt-2022-Nickel/Szumigala et al (2011),Bohemia Basin (Basin-Takanis-Flapjack),10
2843,Mudd-and-Jowitt-2022-Nickel/ResV-ResC 2018,Eagle-Eagle East (USA),21
2844,https://w3id.org/usgs/z/4530692/MTH2C7HU,1,0
2845,Mudd-and-Jowitt-2022-Nickel/AIF 2010,Sudbury-Podolsky (KGHM),2092
2846,"Mudd-and-Jowitt-2022-Nickel/Mayhew et al (2009), Teck (2010)",Mesaba (Babbit),9
2847,Mudd-and-Jowitt-2022-Nickel/Szumigala et al (2011),Mirror Harbor,19
2848,Mudd-and-Jowitt-2022-Nickel/AR 2018,Maturi Southwest,15
2849,Mudd-and-Jowitt-2022-Nickel/Tech Rep (2018-01),Sudbury-West Graham,1
2850,https://w3id.org/usgs/z/4530692/XI5AZB8U,1,2087
2851,Mudd-and-Jowitt-2022-Nickel/Pres. (2019-04),Sudbury-Aer-Kidd,8
2852,Mudd-and-Jowitt-2022-Nickel/AIF 2010,Sudbury-Kirkwood (KGHM),20
2853,https://w3id.org/usgs/z/4530692/HCUF4GST,1,14
2854,Mudd-and-Jowitt-2022-Nickel/KGHM Presentation (undated),Sudbury-Victoria (KGHM),11
2855,Mudd-and-Jowitt-2022-Nickel/Tech Rep 2009-06 (Nev),Nye Basin,2086
2856,Mudd-and-Jowitt-2022-Nickel/AIF 2014,Sudbury-Lockerby / Conwest,8
2857,https://w3id.org/usgs/z/4530692/DSS9VBEK,1,5
2858,Mudd-and-Jowitt-2022-Nickel/Berger et al (2011),Riddle (Nickel Mountain),3
2859,Mudd-and-Jowitt-2022-Nickel/Form 20F 2018,Sudbury Group (Vale),2085
2860,https://w3id.org/usgs/z/4530692/CGWU8XBQ,1,2089
2861,Mudd-and-Jowitt-2022-Nickel/Szumigala et al (2011),Snipe Bay,6
2862,Mudd-and-Jowitt-2022-Nickel/AR 2018,Spruce Road,2093
2863,Mudd-and-Jowitt-2022-Nickel/Tech Rep (2009-03),Sudbury-Nickel Lake / Foy Offset,13
2864,Mudd-and-Jowitt-2022-Nickel/AR 2018,Birch Lake,2088
2865,https://w3id.org/usgs/z/4530692/XM7ACJDK,1,18
2866,Mudd-and-Jowitt-2022-Nickel/AR 2018,Maturi (incl. Nokomis),17
2867,Mudd-and-Jowitt-2022-Nickel/ResV-ResC 2018,Sudbury Group (Glencore),2085
2868,https://w3id.org/usgs/z/4530692/5B32TX47,1,2091
2869,Mudd-and-Jowitt-2022-Nickel/pers. comm. Golightly,Gasquet Mountain,12
2870,Mudd-and-Jowitt-2022-Nickel/AIF 2018,Sudbury-Parkin Offset,2096
2871,Mudd-and-Jowitt-2022-Nickel/ResV-ResC 2018,Stillwater-East Boulder,2090
2872,"Mudd-and-Jowitt-2022-Nickel/Miller et al (2002), Miller (2015)",Babbit-Minnamax,9
2873,Mudd-and-Jowitt-2022-Nickel/Tech Rep 2009-06 (Nev),Mouat,2
